Обработано 100 файлов. Результаты сохранены в result.txt 
  Обработка была произведена 2026-03-16 18:37:27.118520 
Имя файла - 2700.png, Высота - 251, Ширина - 350, Размер файла - 171439 байт 
Имя файла - 2727.png, Высота - 592, Ширина - 437, Размер файла - 371839 байт 
Имя файла - 2728.png, Высота - 592, Ширина - 437, Размер файла - 358548 байт 
Имя файла - 2729.png, Высота - 592, Ширина - 437, Размер файла - 340758 байт 
Имя файла - 2730.png, Высота - 354, Ширина - 497, Размер файла - 262630 байт 
Имя файла - 2731.png, Высота - 354, Ширина - 497, Размер файла - 262900 байт 
Имя файла - 2732.png, Высота - 354, Ширина - 496, Размер файла - 305203 байт 
Имя файла - 2733.png, Высота - 354, Ширина - 496, Размер файла - 368624 байт 
Имя файла - 2734.png, Высота - 709, Ширина - 992, Размер файла - 1099906 байт 
Имя файла - 2735.png, Высота - 354, Ширина - 496, Размер файла - 325804 байт 
Имя файла - 2736.png, Высота - 437, Ширина - 437, Размер файла - 238000 байт 
Имя файла - 2737.png, Высота - 280, Ширина - 202, Размер файла - 79605 байт 
Имя файла - 2738.png, Высота - 315, Ширина - 435, Размер файла - 537047 байт 
Имя файла - 2739.png, Высота - 299, Ширина - 400, Размер файла - 493371 байт 
Имя файла - 2740.png, Высота - 444, Ширина - 600, Размер файла - 466333 байт 
Имя файла - 2741.png, Высота - 401, Ширина - 493, Размер файла - 409295 байт 
Имя файла - 2742.png, Высота - 399, Ширина - 491, Размер файла - 386042 байт 
Имя файла - 2743.png, Высота - 399, Ширина - 487, Размер файла - 447431 байт 
Имя файла - 2744.png, Высота - 397, Ширина - 487, Размер файла - 402959 байт 
Имя файла - 2745.png, Высота - 134, Ширина - 181, Размер файла - 53847 байт 
Имя файла - 2746.png, Высота - 437, Ширина - 591, Размер файла - 449552 байт 
Имя файла - 2747.png, Высота - 591, Ширина - 437, Размер файла - 451398 байт 
Имя файла - 2748.png, Высота - 437, Ширина - 591, Размер файла - 456921 байт 
Имя файла - 2749.png, Высота - 437, Ширина - 591, Размер файла - 395957 байт 
Имя файла - 2750.png, Высота - 387, Ширина - 302, Размер файла - 212252 байт 
Имя файла - 2751.png, Высота - 472, Ширина - 367, Размер файла - 271083 байт 
Имя файла - 2752.png, Высота - 307, Ширина - 685, Размер файла - 396024 байт 
Имя файла - 2753.png, Высота - 203, Ширина - 204, Размер файла - 112078 байт 
Имя файла - 2754.png, Высота - 403, Ширина - 490, Размер файла - 425122 байт 
Имя файла - 2755.png, Высота - 402, Ширина - 490, Размер файла - 413375 байт 
Имя файла - 2756.png, Высота - 401, Ширина - 490, Размер файла - 446476 байт 
Имя файла - 2757.png, Высота - 401, Ширина - 490, Размер файла - 390577 байт 
Имя файла - 2758.png, Высота - 437, Ширина - 591, Размер файла - 381139 байт 
Имя файла - 2759.png, Высота - 299, Ширина - 300, Размер файла - 116407 байт 
Имя файла - 2760.png, Высота - 149, Ширина - 297, Размер файла - 100242 байт 
Имя файла - 2761.png, Высота - 444, Ширина - 600, Размер файла - 384371 байт 
Имя файла - 2762.png, Высота - 444, Ширина - 600, Размер файла - 389611 байт 
Имя файла - 2763.png, Высота - 437, Ширина - 437, Размер файла - 307461 байт 
Имя файла - 2764.png, Высота - 437, Ширина - 436, Размер файла - 291008 байт 
Имя файла - 2765.png, Высота - 437, Ширина - 437, Размер файла - 279716 байт 
Имя файла - 2766.png, Высота - 437, Ширина - 436, Размер файла - 256009 байт 
Имя файла - 2767.png, Высота - 355, Ширина - 497, Размер файла - 248576 байт 
Имя файла - 2768.png, Высота - 591, Ширина - 437, Размер файла - 303148 байт 
Имя файла - 2769.png, Высота - 400, Ширина - 200, Размер файла - 138801 байт 
Имя файла - 2770.png, Высота - 357, Ширина - 500, Размер файла - 283806 байт 
Имя файла - 2771.png, Высота - 357, Ширина - 500, Размер файла - 279255 байт 
Имя файла - 2772.png, Высота - 357, Ширина - 500, Размер файла - 267881 байт 
Имя файла - 2773.png, Высота - 357, Ширина - 500, Размер файла - 304126 байт 
Имя файла - 2774.png, Высота - 196, Ширина - 268, Размер файла - 112573 байт 
Имя файла - 2775.png, Высота - 520, Ширина - 520, Размер файла - 267622 байт 
Имя файла - 2776.png, Высота - 520, Ширина - 520, Размер файла - 279556 байт 
Имя файла - 2777.png, Высота - 520, Ширина - 520, Размер файла - 266454 байт 
Имя файла - 2778.png, Высота - 474, Ширина - 366, Размер файла - 231447 байт 
Имя файла - 2779.png, Высота - 437, Ширина - 437, Размер файла - 316842 байт 
Имя файла - 2780.png, Высота - 134, Ширина - 182, Размер файла - 59056 байт 
Имя файла - 2781.png, Высота - 355, Ширина - 497, Размер файла - 265558 байт 
Имя файла - 2782.png, Высота - 497, Ширина - 355, Размер файла - 304814 байт 
Имя файла - 2783.png, Высота - 442, Ширина - 596, Размер файла - 436467 байт 
Имя файла - 2784.png, Высота - 591, Ширина - 437, Размер файла - 420238 байт 
Имя файла - 2785.png, Высота - 591, Ширина - 591, Размер файла - 504177 байт 
Имя файла - 2786.png, Высота - 437, Ширина - 591, Размер файла - 404072 байт 
Имя файла - 2787.png, Высота - 591, Ширина - 591, Размер файла - 598426 байт 
Имя файла - 2788.png, Высота - 437, Ширина - 591, Размер файла - 403634 байт 
Имя файла - 2789.png, Высота - 592, Ширина - 442, Размер файла - 529749 байт 
Имя файла - 2790.png, Высота - 499, Ширина - 356, Размер файла - 414486 байт 
Имя файла - 2791.png, Высота - 296, Ширина - 400, Размер файла - 263726 байт 
Имя файла - 2792.png, Высота - 200, Ширина - 400, Размер файла - 158891 байт 
Имя файла - 2793.png, Высота - 437, Ширина - 591, Размер файла - 441136 байт 
Имя файла - 2794.png, Высота - 437, Ширина - 590, Размер файла - 301922 байт 
Имя файла - 2795.png, Высота - 355, Ширина - 497, Размер файла - 329100 байт 
Имя файла - 2796.png, Высота - 355, Ширина - 497, Размер файла - 365558 байт 
Имя файла - 2797.png, Высота - 286, Ширина - 400, Размер файла - 164451 байт 
Имя файла - 2798.png, Высота - 182, Ширина - 246, Размер файла - 150256 байт 
Имя файла - 2799.png, Высота - 355, Ширина - 497, Размер файла - 326728 байт 

 -- сформировано для сайта http://huldra.ru --
 --        stopinspb@yandex.ru              --
