Обработано 100 файлов. Результаты сохранены в result.txt 
  Обработка была произведена 2026-02-20 18:54:23.513620 
Имя файла - 1500.png, Высота - 243, Ширина - 188, Размер файла - 117335 байт 
Имя файла - 1501.png, Высота - 271, Ширина - 600, Размер файла - 264651 байт 
Имя файла - 1502.png, Высота - 267, Ширина - 600, Размер файла - 271753 байт 
Имя файла - 1503.png, Высота - 269, Ширина - 600, Размер файла - 283992 байт 
Имя файла - 1504.png, Высота - 266, Ширина - 600, Размер файла - 238372 байт 
Имя файла - 1505.png, Высота - 182, Ширина - 140, Размер файла - 72225 байт 
Имя файла - 1506.png, Высота - 181, Ширина - 142, Размер файла - 72145 байт 
Имя файла - 1507.png, Высота - 182, Ширина - 142, Размер файла - 74184 байт 
Имя файла - 1508.png, Высота - 444, Ширина - 600, Размер файла - 387485 байт 
Имя файла - 1509.png, Высота - 444, Ширина - 600, Размер файла - 387770 байт 
Имя файла - 1510.png, Высота - 444, Ширина - 600, Размер файла - 382325 байт 
Имя файла - 1511.png, Высота - 444, Ширина - 600, Размер файла - 426841 байт 
Имя файла - 1512.png, Высота - 444, Ширина - 600, Размер файла - 355414 байт 
Имя файла - 1513.png, Высота - 444, Ширина - 600, Размер файла - 441654 байт 
Имя файла - 1514.png, Высота - 600, Ширина - 444, Размер файла - 394431 байт 
Имя файла - 1515.png, Высота - 444, Ширина - 600, Размер файла - 363003 байт 
Имя файла - 1516.png, Высота - 600, Ширина - 444, Размер файла - 344733 байт 
Имя файла - 1517.png, Высота - 600, Ширина - 600, Размер файла - 561050 байт 
Имя файла - 1518.png, Высота - 168, Ширина - 237, Размер файла - 95556 байт 
Имя файла - 1519.png, Высота - 169, Ширина - 128, Размер файла - 59161 байт 
Имя файла - 1520.png, Высота - 166, Ширина - 127, Размер файла - 60628 байт 
Имя файла - 1521.png, Высота - 168, Ширина - 126, Размер файла - 57516 байт 
Имя файла - 1522.png, Высота - 166, Ширина - 124, Размер файла - 55512 байт 
Имя файла - 1523.png, Высота - 441, Ширина - 446, Размер файла - 257874 байт 
Имя файла - 1524.png, Высота - 132, Ширина - 187, Размер файла - 69487 байт 
Имя файла - 1525.png, Высота - 249, Ширина - 350, Размер файла - 130930 байт 
Имя файла - 1526.png, Высота - 247, Ширина - 350, Размер файла - 139003 байт 
Имя файла - 1527.png, Высота - 249, Ширина - 350, Размер файла - 152796 байт 
Имя файла - 1528.png, Высота - 295, Ширина - 596, Размер файла - 340594 байт 
Имя файла - 1529.png, Высота - 300, Ширина - 300, Размер файла - 129408 байт 
Имя файла - 1530.png, Высота - 300, Ширина - 300, Размер файла - 120970 байт 
Имя файла - 1531.png, Высота - 300, Ширина - 300, Размер файла - 117828 байт 
Имя файла - 1532.png, Высота - 420, Ширина - 300, Размер файла - 188304 байт 
Имя файла - 1533.png, Высота - 400, Ширина - 400, Размер файла - 249779 байт 
Имя файла - 1534.png, Высота - 260, Ширина - 580, Размер файла - 282239 байт 
Имя файла - 1535.png, Высота - 200, Ширина - 201, Размер файла - 81214 байт 
Имя файла - 1536.png, Высота - 107, Ширина - 153, Размер файла - 52719 байт 
Имя файла - 1537.png, Высота - 107, Ширина - 152, Размер файла - 50884 байт 
Имя файла - 1538.png, Высота - 107, Ширина - 151, Размер файла - 47693 байт 
Имя файла - 1539.png, Высота - 107, Ширина - 152, Размер файла - 52190 байт 
Имя файла - 1540.png, Высота - 273, Ширина - 600, Размер файла - 280599 байт 
Имя файла - 1541.png, Высота - 106, Ширина - 148, Размер файла - 32247 байт 
Имя файла - 1542.png, Высота - 437, Ширина - 593, Размер файла - 447139 байт 
Имя файла - 1543.png, Высота - 180, Ширина - 256, Размер файла - 98485 байт 
Имя файла - 1544.png, Высота - 237, Ширина - 285, Размер файла - 137867 байт 
Имя файла - 1545.png, Высота - 425, Ширина - 600, Размер файла - 400855 байт 
Имя файла - 1546.png, Высота - 441, Ширина - 600, Размер файла - 429367 байт 
Имя файла - 1547.png, Высота - 282, Ширина - 400, Размер файла - 174975 байт 
Имя файла - 1548.png, Высота - 397, Ширина - 400, Размер файла - 245537 байт 
Имя файла - 1549.png, Высота - 467, Ширина - 330, Размер файла - 171230 байт 
Имя файла - 1550.png, Высота - 353, Ширина - 355, Размер файла - 308527 байт 
Имя файла - 1551.png, Высота - 352, Ширина - 354, Размер файла - 289553 байт 
Имя файла - 1552.png, Высота - 354, Ширина - 357, Размер файла - 301188 байт 
Имя файла - 1553.png, Высота - 351, Ширина - 354, Размер файла - 296235 байт 
Имя файла - 1554.png, Высота - 283, Ширина - 400, Размер файла - 164796 байт 
Имя файла - 1555.png, Высота - 348, Ширина - 257, Размер файла - 143977 байт 
Имя файла - 1556.png, Высота - 224, Ширина - 450, Размер файла - 234395 байт 
Имя файла - 1557.png, Высота - 222, Ширина - 450, Размер файла - 241028 байт 
Имя файла - 1558.png, Высота - 326, Ширина - 450, Размер файла - 211172 байт 
Имя файла - 1559.png, Высота - 319, Ширина - 289, Размер файла - 174688 байт 
Имя файла - 1560.png, Высота - 269, Ширина - 170, Размер файла - 90514 байт 
Имя файла - 1561.png, Высота - 353, Ширина - 238, Размер файла - 140513 байт 
Имя файла - 1562.png, Высота - 350, Ширина - 400, Размер файла - 204443 байт 
Имя файла - 1563.png, Высота - 335, Ширина - 249, Размер файла - 135203 байт 
Имя файла - 1564.png, Высота - 400, Ширина - 199, Размер файла - 98202 байт 
Имя файла - 1565.png, Высота - 400, Ширина - 201, Размер файла - 96818 байт 
Имя файла - 1566.png, Высота - 400, Ширина - 202, Размер файла - 121459 байт 
Имя файла - 1567.png, Высота - 355, Ширина - 497, Размер файла - 211429 байт 
Имя файла - 1568.png, Высота - 349, Ширина - 350, Размер файла - 188957 байт 
Имя файла - 1569.png, Высота - 198, Ширина - 397, Размер файла - 126669 байт 
Имя файла - 1570.png, Высота - 200, Ширина - 400, Размер файла - 116923 байт 
Имя файла - 1571.png, Высота - 207, Ширина - 400, Размер файла - 124013 байт 
Имя файла - 1572.png, Высота - 200, Ширина - 400, Размер файла - 117907 байт 
Имя файла - 1573.png, Высота - 302, Ширина - 300, Размер файла - 150059 байт 
Имя файла - 1574.png, Высота - 302, Ширина - 300, Размер файла - 152227 байт 
Имя файла - 1575.png, Высота - 302, Ширина - 300, Размер файла - 157276 байт 
Имя файла - 1576.png, Высота - 302, Ширина - 300, Размер файла - 148161 байт 
Имя файла - 1577.png, Высота - 302, Ширина - 300, Размер файла - 152040 байт 
Имя файла - 1578.png, Высота - 302, Ширина - 300, Размер файла - 149282 байт 
Имя файла - 1579.png, Высота - 300, Ширина - 300, Размер файла - 99414 байт 
Имя файла - 1580.png, Высота - 110, Ширина - 153, Размер файла - 37711 байт 
Имя файла - 1581.png, Высота - 110, Ширина - 154, Размер файла - 39787 байт 
Имя файла - 1582.png, Высота - 110, Ширина - 153, Размер файла - 40298 байт 
Имя файла - 1583.png, Высота - 110, Ширина - 153, Размер файла - 40004 байт 
Имя файла - 1584.png, Высота - 353, Ширина - 350, Размер файла - 233541 байт 
Имя файла - 1585.png, Высота - 404, Ширина - 400, Размер файла - 168582 байт 
Имя файла - 1586.png, Высота - 252, Ширина - 350, Размер файла - 132375 байт 
Имя файла - 1587.png, Высота - 253, Ширина - 350, Размер файла - 129307 байт 
Имя файла - 1588.png, Высота - 252, Ширина - 350, Размер файла - 128891 байт 
Имя файла - 1589.png, Высота - 253, Ширина - 350, Размер файла - 129766 байт 
Имя файла - 1590.png, Высота - 252, Ширина - 350, Размер файла - 132015 байт 
Имя файла - 1591.png, Высота - 250, Ширина - 178, Размер файла - 79231 байт 
Имя файла - 1592.png, Высота - 350, Ширина - 257, Размер файла - 143372 байт 
Имя файла - 1593.png, Высота - 258, Ширина - 350, Размер файла - 147557 байт 
Имя файла - 1594.png, Высота - 257, Ширина - 186, Размер файла - 81537 байт 
Имя файла - 1595.png, Высота - 134, Ширина - 188, Размер файла - 62917 байт 
Имя файла - 1596.png, Высота - 396, Ширина - 400, Размер файла - 279332 байт 
Имя файла - 1597.png, Высота - 311, Ширина - 226, Размер файла - 112646 байт 
Имя файла - 1598.png, Высота - 309, Ширина - 225, Размер файла - 112765 байт 
Имя файла - 1599.png, Высота - 403, Ширина - 297, Размер файла - 248961 байт 

 -- сформировано для сайта http://huldra.ru --
 --        stopinspb@yandex.ru              --
